date,2014-01-06 08:00:00,2014-01-06 10:00:00,2014-01-06 12:00:00,2014-01-06 14:00:00,2014-01-06 16:00:00,2014-01-06 18:00:00,2014-01-07 08:00:00,2014-01-07 10:00:00,2014-01-07 12:00:00,2014-01-07 14:00:00,2014-01-07 16:00:00,2014-01-07 18:00:00,2014-01-07 20:00:00,2014-01-08 08:00:00,2014-01-08 10:00:00,2014-01-08 12:00:00,2014-01-08 14:00:00,2014-01-08 16:00:00,2014-01-08 18:00:00,2014-01-08 20:00:00,2014-01-08 22:00:00,2014-01-09 08:00:00,2014-01-09 10:00:00,2014-01-09 12:00:00,2014-01-09 14:00:00,2014-01-09 16:00:00,2014-01-09 18:00:00,2014-01-09 20:00:00,2014-01-09 22:00:00,2014-01-10 08:00:00,2014-01-10 10:00:00,2014-01-10 12:00:00,2014-01-10 14:00:00,2014-01-10 16:00:00,2014-01-10 18:00:00,2014-01-10 20:00:00,2014-01-13 10:00:00,2014-01-13 12:00:00,2014-01-13 14:00:00,2014-01-13 16:00:00,2014-01-13 18:00:00,2014-01-13 20:00:00,2014-01-13 22:00:00,2014-01-14 08:00:00,2014-01-14 10:00:00,2014-01-14 12:00:00,2014-01-14 14:00:00,2014-01-14 16:00:00,2014-01-14 18:00:00,2014-01-14 20:00:00,2014-01-15 10:00:00,2014-01-15 12:00:00,2014-01-15 14:00:00,2014-01-15 16:00:00,2014-01-15 18:00:00,2014-01-15 20:00:00,2014-01-16 10:00:00,2014-01-16 12:00:00,2014-01-16 14:00:00,2014-01-16 16:00:00,2014-01-16 18:00:00,2014-01-16 20:00:00,2014-01-17 08:00:00,2014-01-17 10:00:00,2014-01-17 12:00:00,2014-01-17 14:00:00,2014-01-17 16:00:00,2014-01-17 18:00:00,2014-01-17 20:00:00
2014-01-06 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-06 10:00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.2,0.0,0.0,0.0,0.0
2014-01-06 12:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.071,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.083,0.0,0.0,0.154,0.0,0.0,0.0,0.0,0.0,0.056,0.0,0.091,0.0,0.0,0.048,0.067,0.143,0.278,0.0,0.1,0.0,0.0,0.0,0.087,0.083,0.0,0.0,0.0,0.143,0.0,0.143,0.0,0.071,0.077,0.067,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.174,0.061,0.15
2014-01-06 14:00:00,0.0,0.0,0.0,1.0,0.545,0.0,0.0,0.0,0.0,0.333,0.1,0.462,0.0,0.0,0.0,0.067,0.125,0.357,0.167,0.0,0.0,0.0,0.0,0.0,0.227,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.111,0.2,0.0,0.0,0.091,0.095,0.1,0.214,0.0,0.0,0.0,0.0,0.077,0.0,0.238,0.038,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.071,0.0,0.19,0.0,0.0,0.0,0.4,0.056,0.263,0.333,0.161,0.0
2014-01-06 16:00:00,0.0,0.0,0.0,0.545,1.0,0.0,0.0,0.0,0.0,0.364,0.105,0.636,0.0,0.0,0.0,0.071,0.133,0.5,0.083,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.056,0.0,0.0,0.0,0.0,0.0,0.214,0.118,0.261,0.0,0.0,0.0,0.1,0.067,0.143,0.0,0.0,0.0,0.0,0.083,0.059,0.316,0.04,0.0,0.0,0.0,0.067,0.222,0.0,0.0,0.0,0.077,0.0,0.091,0.0,0.0,0.0,0.538,0.0,0.353,0.286,0.25,0.0
2014-01-06 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-07 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-07 10:00:00,0.0,0.0,0.111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.083,0.0,0.2,0.125,0.0,0.0,0.04,0.0,0.062,0.0,0.0,0.333,0.0,0.0,0.056,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062
2014-01-07 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.056,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.0,0.037,0.0
2014-01-07 14:00:00,0.0,0.125,0.0,0.333,0.364,0.0,0.0,0.0,0.0,1.0,0.053,0.308,0.0,0.111,0.0,0.077,0.067,0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.125,0.12,0.0,0.077,0.0,0.05,0.107,0.154,0.0,0.0,0.0,0.0,0.333,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.083,0.0,0.045,0.0,0.167,0.0,0.267,0.062,0.158,0.182,0.097,0.0
